tpm,treatment,tissue
28.3835,Con,root
26.0706,Con,root
26.1635,Con,root
28.1307,Plasmodiaphora brassicae,root
29.9167,Plasmodiaphora brassicae,root
44.1909,Plasmodiaphora brassicae,root
34.3392,Verticillium dahliae,root
34.3831,Verticillium dahliae,root
33.0684,Verticillium dahliae,root
