tpm,treatment,tissue
7.55838,Con,mature leaf
7.25033,Con,mature leaf
3.67342,Con,mature leaf
6.64002,Sclerotinia sclerotiorum,mature leaf
6.6924899999999985,Sclerotinia sclerotiorum,mature leaf
1.04564,Sclerotinia sclerotiorum,mature leaf
